open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1577836800000,1.7678,1.8548,1.7606,1.8111,1158748.32,1577923199999,2106254.74259,8288,534522.69,971951.352995,0
1577923200000,1.8109,1.8164,1.7065,1.7366,1422992.29,1578009599999,2504308.00848,9180,648434.95,1139283.244031,0
1578009600000,1.7366,1.8292,1.7013,1.804,1789613.99,1578095999999,3187182.290008,11588,914299.41,1627164.86315,0
1578096000000,1.803,1.8446,1.784,1.8242,1241322.81,1578182399999,2252857.636543,7721,647959.78,1175966.493139,0
1578182400000,1.8243,1.8413,1.785,1.7957,1524717.4,1578268799999,2772110.961593,9712,654083.41,1190252.765323,0
1578268800000,1.7954,1.9386,1.7925,1.9374,3301261.66,1578355199999,6220041.881102,19197,1807743.86,3405016.808347,0
1578355200000,1.9373,2.1398,1.8993,2.1033,6873503.39,1578441599999,14001167.440691,45381,3543840.53,7227176.137127,0
1578441600000,2.1006,2.3495,2.1006,2.1892,12147661.7,1578527999999,27023850.830352,72150,6035255.55,13428990.035901,0
1578528000000,2.1877,2.2344,2.0977,2.1886,5099844.97,1578614399999,11033777.878201,29874,2341834.88,5072198.641179,0
1578614400000,2.1867,2.2489,2.1455,2.2257,4235526.03,1578700799999,9348490.029328,26861,2052052.04,4532527.564564,0
1578700800000,2.2255,2.345,2.218,2.2734,4347105.06,1578787199999,9937638.524702,32828,2253393.87,5153052.8622,0
1578787200000,2.273,2.3212,2.212,2.2383,2502624.23,1578873599999,5654985.971158,20502,1147030.89,2590787.124149,0
1578873600000,2.2382,2.2382,2.1561,2.1901,1977335.23,1578959999999,4316436.049985,15616,884222.94,1930092.740237,0
1578960000000,2.1904,2.4701,2.1792,2.3751,7062307.44,1579046399999,16495572.985585,50544,3569965.88,8347225.322978,0
1579046400000,2.3751,2.5604,2.3332,2.3953,6414464.86,1579132799999,15725822.570767,47821,3121874.18,7654515.310361,0
1579132800000,2.3991,2.51,2.2932,2.4925,4944704.42,1579219199999,11961158.69569,36913,2403081.42,5824596.955096,0
1579219200000,2.4924,2.86,2.4589,2.7006,12221911.1,1579305599999,32928477.751669,118960,6093885.5,16422975.286158,0
1579305600000,2.7006,2.7946,2.58,2.7709,4502826.05,1579391999999,12187370.41578,57926,2169891.72,5882779.22904,0
1579392000000,2.7749,2.8475,2.5385,2.6212,6650884.78,1579478399999,17723998.926728,65413,2981104.11,7968140.52107,0
1579478400000,2.6207,2.7443,2.5425,2.688,4142689.53,1579564799999,10966736.422783,47116,1979967.68,5244117.284769,0
1579564800000,2.6881,2.744,2.57,2.6716,3244654.09,1579651199999,8677468.397662,39797,1517101.94,4058604.043371,0
1579651200000,2.6724,2.6978,2.6187,2.6426,1637205.02,1579737599999,4351550.91377,19272,850942.11,2263427.96473,0
1579737600000,2.6425,2.647,2.4256,2.4698,4806803.21,1579823999999,11989939.300899,48286,2042137.38,5090238.13745,0
1579824000000,2.4695,2.533,2.3638,2.5024,4161651.97,1579910399999,10232694.793375,41244,1922764.42,4734798.89305,0
1579910400000,2.5024,2.51,2.421,2.4468,1881931.46,1579996799999,4631083.628652,19847,900210.96,2216422.688664,0
1579996800000,2.4425,2.5764,2.4266,2.5764,1936836.47,1580083199999,4876802.332708,20435,944584.62,2378603.310769,0
1580083200000,2.5764,2.6764,2.5656,2.6055,3426087.65,1580169599999,8983048.130743,36052,1594740.32,4182313.28984,0
1580169600000,2.6051,2.67,2.5868,2.6558,3113588.17,1580255999999,8190994.708915,31313,1573415.78,4142569.812112,0
1580256000000,2.6544,2.8348,2.6316,2.7773,5269667.72,1580342399999,14425009.197172,49910,2542065.2,6968839.991388,0
1580342400000,2.7785,2.9482,2.7167,2.9156,5780750.02,1580428799999,16529966.221006,57312,3019619.51,8636601.657446,0
1580428800000,2.912,2.9153,2.7628,2.8259,3910431.21,1580515199999,11114615.65424,34346,1977855.71,5619501.913116,0
1580515200000,2.8258,2.88,2.7438,2.8378,2737541.77,1580601599999,7681755.743857,29612,1309805.07,3678531.805058,0
1580601600000,2.8372,2.8869,2.7314,2.8267,3442889.59,1580687999999,9768511.051874,30994,1800249.91,5113134.630574,0
1580688000000,2.8225,2.879,2.7451,2.771,3106758.86,1580774399999,8691569.654548,30435,1508052.5,4220607.557744,0
1580774400000,2.7713,2.8038,2.6751,2.7395,4494415.89,1580860799999,12270090.086861,35573,1987522.93,5427177.734123,0
1580860800000,2.7397,2.8845,2.7261,2.839,4267689.22,1580947199999,12053160.78155,40185,2143216.53,6056051.167577,0
1580947200000,2.836,2.9436,2.79,2.89,4383200.46,1581033599999,12632075.944485,40155,2120789.25,6116954.365458,0
1581033600000,2.89,3.3682,2.8882,3.3072,14840163.74,1581119999999,47536114.156012,156041,7833204.33,25079018.048375,0
1581120000000,3.3071,3.4865,3.131,3.4171,10059760.55,1581206399999,33442719.414118,104763,5140089.9,17108045.238726,0
